model_term,value,mean,scale
intercept,-0.078772461732930191,1,1
0,1.3904301906263521,-8.7109611183068143,1.9975955468108479
1,0.21660561015756433,-14.253443163927891,2.0771349621409678
2,0.41327805360746106,-5.5424820456210737,1.2065826091558822
3,-0.41119940643596442,0.058865387019346765,0.74412829196712871
4,-0.099799077603245759,-0.20871094912612206,0.6318605027876758
